# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "4" "-C" "-p" "-t" "gene" "-g" "Dbxref" "-a" "../O_europaea_v1_genomic.gff" "-o" "out_featuresCount_geneID.txt" "SRR1525051" "SRR1525052" "SRR1525086" "SRR1525087" "SRR1525113" "SRR1525114" "SRR1525213" "SRR1525214" "SRR1525224" "SRR1525226" "SRR1525436" "SRR1525437" 
Geneid	SRR1525051	SRR1525052	SRR1525086	SRR1525087	SRR1525113	SRR1525114	SRR1525213	SRR1525214	SRR1525224	SRR1525226	SRR1525436	SRR1525437
111401904	2	5	0	3	1	3	0	2	98	97	547	536
111401905	18	20	1	0	3	8	1	3	22	23	29	17
111401906	480	520	827	769	199	194	31	33	225	245	1197	1138
111401908	19	11	1	2	9	5	20	23	61	72	66	73
111401909	0	1	0	0	2	0	0	2	1672	1577	707	655
111402736	27	32	4	6	1	2	6	7	0	0	0	0
111401911	17	17	51	56	53	56	9	3	1529	1603	882	885
111400561	0	0	0	0	0	0	0	0	0	0	0	0
111401912	21	13	49	41	31	28	5	4	1139	1093	1204	1211
111401910	0	0	0	0	0	0	1	0	0	1	0	1
111401913	179	187	25	22	27	32	24	31	46	39	264	219
111401915	1049	1035	87	73	95	81	230	224	910	939	568	528
111401916	297	244	176	200	116	123	84	75	611	612	1037	1025
111401918	9	21	6	7	5	11	1	0	15	12	36	37
111401917	14	12	5	2	7	5	1	1	22	30	22	25
111401919	6	7	1	3	0	3	0	1	3	7	21	22
111401920	4604	4443	28	34	8	11	8	9	66	71	218	234
111400562	0	0	0	0	0	0	0	0	0	0	0	0
111400565	8	10	1	0	2	3	1	0	7	9	11	4
111401921	384	376	217	208	122	102	44	49	1053	1027	1619	1697
111401922	179	185	304	304	215	226	66	49	231	241	462	426
111401924	207	218	143	148	57	61	45	45	565	596	282	273
111401925	2702	2645	2500	2556	543	547	724	721	2659	2740	2819	2840
111401926	424	394	216	232	190	189	266	263	326	313	570	551
111400566	93	85	62	68	24	28	15	14	80	98	130	129
111401927	1	4	4	5	5	9	4	1	7	5	3	3
111400567	632	662	460	485	101	112	134	147	970	1056	3886	3812
111400568	1	3	0	0	0	0	0	1	2	5	4	3
111401928	125	119	19	16	60	56	81	83	136	164	129	127
111401929	143	141	176	162	28	30	25	18	835	788	828	844
111401932	25	27	17	14	13	10	15	6	41	41	85	79
111401933	1319	1340	1129	1087	849	902	299	319	1201	1281	1560	1556
111401935	0	0	0	1	1	0	0	0	0	0	2	1
111401936	0	0	0	1	0	0	0	0	1	0	0	0
111400569	0	0	0	0	0	0	0	0	0	0	0	0
111401937	364	333	459	455	176	167	103	86	410	454	783	742
111401939	667	734	3229	3212	986	932	78	74	704	723	648	651
111401940	343	339	178	173	155	128	91	89	669	647	956	928
111401941	63	62	67	57	44	44	10	9	65	66	241	203
111401942	165	147	92	87	127	117	38	40	127	132	306	307
111401943	62	72	36	39	35	43	15	20	73	69	177	173
111401944	15	32	17	21	3	11	2	5	14	8	60	48
111401945	1767	1774	120	112	353	359	2470	2425	4983	5025	4037	4005
111401946	139	112	83	77	29	31	25	17	82	65	177	218
111400570	0	0	0	0	0	0	0	0	0	0	0	0
111401947	2249	2243	13694	13711	3140	3113	465	435	2037	1982	5879	5836
111401949	2907	2676	1006	968	944	994	202	217	1006	988	23311	22850
111402738	592	610	98	124	132	147	471	457	0	1	1	1
111400571	1	0	0	0	0	0	0	0	0	0	0	0
111401950	605	639	939	932	1054	1054	685	699	59	51	237	279
111402739	1	1	3	6	8	2	1	1	4	5	24	20
111401951	49	46	32	30	32	37	10	9	24	22	67	71
111400572	1048	1021	130	121	464	407	621	608	744	734	623	622
111401952	98	92	30	19	13	11	42	50	139	139	324	354
111401953	233	232	130	144	21	27	63	62	218	218	407	362
111401954	783	787	549	583	490	519	276	293	1203	1216	1490	1482
111401955	25	22	7	8	38	28	1	3	28	28	100	70
111400573	0	2	1	0	2	1	0	0	1	1	0	0
111401957	117	147	228	251	108	111	29	25	141	154	259	272
111401956	245	279	224	230	112	107	83	78	239	248	462	435
111401958	72	81	124	150	88	84	36	32	411	426	700	679
111400574	22	21	1	0	4	2	49	38	15	10	4	0
111401959	316	291	84	82	152	153	105	87	281	241	781	645
111401960	4	4	6	5	6	4	4	1	16	19	25	27
111401961	40	33	19	13	14	15	6	4	121	112	108	109
111401962	272	227	362	363	241	224	73	78	247	238	562	544
111401964	741	732	372	304	327	331	286	278	747	723	618	585
111401965	68	70	132	149	54	54	60	53	229	200	374	392
111401966	65	77	66	79	60	63	32	27	260	302	595	592
111402740	0	0	0	0	0	0	0	0	0	1	0	0
111401967	333	356	308	306	409	383	159	166	278	258	432	437
111400576	14	14	14	5	10	11	6	8	19	12	37	30
111401968	105	89	225	208	137	109	45	40	72	80	219	226
111401969	197	200	19	29	346	348	203	192	72	68	180	152
111402741	26	24	0	1	5	6	34	13	33	19	37	34
111400577	0	0	0	0	0	0	0	0	0	0	0	0
111400578	0	0	1	0	0	0	0	0	0	0	0	0
111402742	0	0	0	1	0	0	0	0	0	0	0	0
111401971	24	26	27	26	21	28	6	5	25	36	60	44
111401970	0	0	0	0	0	0	0	0	0	0	0	0
111402743	20	15	0	1	0	0	5	6	72	76	54	47
111401973	140	133	10	7	19	18	25	21	198	195	230	256
111400579	1	0	1	0	2	1	0	0	0	0	0	0
111401974	372	377	199	230	320	294	177	160	368	314	234	215
111400580	617	616	759	795	539	521	242	272	516	585	1017	1051
111401976	871	878	301	288	116	126	275	242	463	503	1071	1082
111401975	396	357	311	311	139	154	107	99	328	340	747	743
111401977	1044	989	738	778	488	486	446	488	2086	2057	1940	1887
111401978	48	52	58	51	27	26	4	6	23	27	102	88
111401979	161	162	218	200	155	152	35	34	122	129	326	319
111402744	31	31	1	2	63	63	15	14	12	7	9	8
111402745	71	73	100	95	33	44	35	31	71	55	154	141
111401980	1143	1180	1019	971	575	599	156	153	107	85	57	66
111400581	185	239	69	67	108	104	223	228	602	577	232	233
111401983	60	70	21	20	31	26	69	59	182	175	99	88
111401982	170	170	93	78	88	98	168	170	505	467	456	419
111401981	562	581	440	418	316	282	658	655	1670	1667	2464	2477
111402746	0	0	0	0	0	1	0	0	0	0	0	0
111400583	0	0	0	0	0	0	0	0	0	0	0	0
111401985	238	252	136	146	90	87	68	62	209	193	285	305
111401986	379	404	252	269	247	254	233	225	165	159	174	198
111400584	921	889	390	391	459	442	132	113	79	54	26	17
111401987	218	246	124	122	88	65	62	48	48	46	95	99
111401988	60	51	24	20	24	29	13	18	100	103	209	187
111401989	259	272	151	147	113	110	58	48	569	605	647	619
111401991	709	730	88	70	254	296	92	80	167	217	236	237
111401992	278	243	41	45	145	111	108	117	89	84	114	85
111401993	4	3	1	0	5	0	1	0	4	1	3	7
111401994	116	113	144	167	91	92	27	41	255	285	380	392
111401995	176	172	172	161	92	78	38	43	59	52	165	168
111400586	234	286	168	183	82	84	56	80	202	202	269	287
111401996	943	945	537	544	320	317	229	233	626	564	1130	1145
111401997	84	68	50	43	50	60	20	18	70	80	341	340
111401998	327	302	173	145	89	114	109	121	238	255	952	867
111401999	194	196	88	67	39	28	40	40	42	54	396	361
111402000	398	438	747	745	476	457	114	104	302	287	623	599
111402002	160	155	78	91	35	27	33	39	49	34	77	82
111402003	372	362	119	125	151	132	119	129	426	457	899	909
111402747	32	36	15	12	17	15	6	12	21	20	8	11
111402004	116	107	49	41	45	32	24	30	72	58	31	25
111402005	1286	1234	1383	1406	829	792	475	447	1150	1104	1905	1850
111402006	0	0	0	0	0	0	0	0	0	0	0	0
111402748	82	65	33	29	70	73	10	14	1	3	0	4
111402007	1194	1184	483	477	540	580	317	339	1024	992	1090	1123
111402008	647	633	700	728	555	523	383	408	376	417	586	585
111400587	130	157	10	13	60	67	53	72	0	0	0	0
111402009	9	4	6	8	3	3	4	3	5	2	3	1
111400588	1	0	1	0	1	0	0	0	0	1	0	2
111402011	45	28	17	16	26	23	20	18	32372	32676	13647	13214
111402012	0	0	0	1	1	0	1	0	1	1	1	0
111400589	87	108	114	102	113	117	39	26	438	426	644	696
111402013	1	0	0	0	0	0	1	0	0	0	1	2
111400591	206	235	984	990	988	967	113	84	46	52	232	231
111402749	4	3	3	2	7	4	1	3	0	0	1	0
111402014	218	247	278	294	55	52	35	49	136	141	241	286
111402016	172	172	1972	1910	237	227	40	48	41	46	44	52
111402017	339	355	42	32	125	150	104	103	1304	1235	3973	3893
111402018	370	394	632	613	288	251	113	118	398	396	740	705
111402019	53	46	55	64	57	50	23	9	71	59	135	133
111402750	1	7	0	5	9	5	4	6	6	1	5	5
111402021	1102	1110	433	502	261	237	239	244	987	935	1443	1377
111400593	114	129	7	6	213	231	103	98	62	76	95	105
111402022	537	612	508	503	314	305	182	207	286	309	664	686
111402023	464	489	352	357	572	590	323	326	352	365	499	474
111402024	154	178	217	199	159	169	61	66	474	496	461	468
111402025	19	23	25	26	14	19	6	5	3976	3972	2326	2283
111402751	4	2	21	15	6	6	0	0	0	0	0	0
111402026	686	683	1235	1179	645	664	200	183	441	486	860	777
111402028	432	441	587	588	241	230	315	278	431	417	652	690
111402027	94	63	49	51	10	8	40	44	14	26	8	11
111402029	662	753	72	43	119	125	298	298	546	550	431	472
111402030	601	632	444	465	208	197	195	183	297	309	547	561
111402031	1932	1965	2794	2778	1821	1798	1132	1121	2060	2123	3990	3996
111402032	89	118	81	68	55	49	25	33	23	26	69	77
111402034	3478	3580	1365	1326	761	801	514	530	4628	4681	2324	2306
111402035	98	89	166	189	101	113	17	24	63	75	240	236
111402036	112	139	5	6	58	51	130	128	56	59	375	341
111402752	3	3	4	6	0	0	0	0	4	4	5	11
111402753	3	4	2	2	0	0	0	0	0	1	4	3
111402037	299	303	106	105	59	64	64	68	197	204	470	496
111402038	13	25	5	2	31	35	5	0	8	4	0	1
111402039	85	74	22	16	21	16	12	5	31	28	10	6
111402040	218	256	199	206	177	173	83	86	2085	2122	1544	1496
111402041	649	666	1741	1766	982	969	219	236	617	588	1219	1270
111400597	0	0	0	0	0	0	0	0	0	0	0	0
111402042	187	204	217	199	130	111	56	44	187	218	535	515
111402044	74	74	2	2	12	13	5	3	72	71	437	397
111402045	197	171	79	60	49	33	44	51	133	128	199	234
111402046	0	2	2	0	1	3	3	0	9	9	10	6
111402754	0	0	0	0	0	1	0	0	0	0	0	0
111402047	67	82	57	52	40	32	11	16	74	63	133	113
111402048	178	189	75	76	199	185	116	117	195	254	375	401
111402049	160	204	53	46	124	121	48	40	88	89	287	273
111402050	1133	1101	1497	1508	850	847	871	810	170	173	489	512
111400598	0	0	0	0	0	0	0	0	1	0	0	0
111402051	66	53	1	0	1	0	0	0	0	0	0	0
111402052	532	568	513	501	309	316	167	186	546	529	714	654
111402054	142	123	76	70	39	33	19	16	80	89	197	209
111400599	0	0	0	0	0	0	0	0	0	0	0	0
111400600	0	0	0	0	0	0	0	0	0	0	0	0
111400601	0	0	0	0	0	0	0	0	0	0	0	0
111400602	24	22	48	43	42	36	16	24	0	0	0	0
111402755	7	6	22	19	16	10	11	10	33	36	1	4
111402055	192	175	228	219	115	116	62	57	634	671	808	784
111402056	325	286	631	605	170	159	54	40	311	311	395	420
111400604	0	0	0	0	0	0	0	0	0	0	0	0
111402756	29	26	210	214	22	23	5	7	54	48	236	231
111402058	186	143	28	23	9	7	45	40	34	26	20	8
111402059	58	48	3	5	84	88	41	39	19	18	80	63
111402060	482	510	530	549	274	237	119	121	741	704	1044	1033
111402061	1591	1501	2007	2143	1371	1359	623	610	1496	1434	1753	1729
111402062	177	243	1359	1343	494	513	63	79	409	415	528	573
111402064	411	449	747	725	528	535	146	168	1075	1080	1327	1336
111400605	176	200	0	0	1	0	1	4	102	92	264	263
111402065	163	154	178	192	104	112	39	41	2752	2629	2987	2910
111402066	667	714	474	495	253	247	199	205	1295	1190	1867	1798
111402067	712	717	4680	4643	747	704	339	387	42	42	355	419
111402068	1094	1020	607	657	463	443	113	111	1594	1558	2621	2530
111402070	757	771	3	4	16	9	4	4	13	5	1	1
111402071	6	6	5	3	5	5	2	0	2	0	10	12
111400606	0	4	2	6	2	1	0	0	1	0	1	3
111402072	2133	2119	1882	1909	767	744	488	446	2259	2313	3826	3672
111402073	194	197	8	4	175	215	24	28	41	48	12	11
111400607	290	310	174	188	29	41	33	46	94	79	27	20
111402074	105	113	51	38	65	73	10	29	382	383	939	916
111402075	268	279	274	283	129	151	47	50	278	305	371	398
111402757	6	4	0	0	0	0	0	0	19	23	24	29
111402077	75	59	10	8	161	181	38	40	13	22	32	19
111402076	995	1046	1144	1132	1034	1061	327	288	1032	947	798	801
111402079	223	235	370	378	238	295	91	85	159	197	341	308
111402759	31	18	131	141	55	47	109	87	20	22	47	38
111402080	139	115	150	160	112	118	82	80	138	130	362	352
111400610	5	3	3	4	1	1	1	4	1	4	4	0
111402081	57	82	53	52	32	19	6	1	13	11	5	4
111402082	92	74	20	23	22	22	18	17	131	131	241	236
111400612	1213	1141	512	465	173	151	363	328	1286	1316	1897	1831
111400613	0	0	0	0	0	0	1	1	0	0	1	0
111402083	154	146	113	105	115	124	102	108	177	159	289	250
111400614	1	0	0	0	1	0	0	0	1	6	0	1
111402084	186	187	108	102	234	245	88	122	85	85	197	185
111402085	257	256	41	45	93	83	66	57	244	266	320	359
111402760	0	0	0	0	0	0	0	0	1	1	3	3
111402088	184	198	65	95	72	80	70	60	309	289	472	470
111402091	65	54	124	142	63	58	15	19	61	66	94	87
111402090	733	694	1121	1140	590	616	242	227	586	597	778	744
111402092	308	341	303	274	184	185	80	100	356	344	670	653
111400615	4	8	4	3	4	2	1	0	16	8	15	12
111402093	5	11	6	10	10	11	2	0	2	6	13	23
111402094	227	239	454	444	204	214	55	58	195	203	613	608
111402095	517	526	88	104	95	90	79	93	227	217	540	570
111402097	47	44	25	14	21	25	41	46	86	102	210	187
111402098	627	612	742	714	182	160	140	154	674	700	740	706
111402100	459	428	246	273	228	225	134	136	540	517	352	344
111402102	3	3	4	7	1	4	1	2	3	5	7	6
111402103	173	144	117	102	113	94	40	52	1430	1393	1350	1301
111402761	1	3	0	0	1	0	2	2	3	4	2	0
111402104	214	191	72	62	77	66	86	89	323	373	1232	1229
111402105	175	152	261	253	221	197	61	50	188	203	539	523
111402106	412	404	938	972	454	472	191	179	872	850	1515	1517
111402107	1	0	0	0	0	0	0	0	0	0	13	15
111402108	698	658	273	289	377	316	159	149	861	872	1154	1082
111402109	156	155	145	138	99	136	27	45	156	150	237	227
111402111	353	334	170	185	47	35	55	64	220	212	607	557
111402110	1037	1013	1045	995	700	676	365	366	970	947	1504	1450
111400617	0	0	0	0	0	0	0	0	0	0	0	0
111400618	0	0	0	0	0	0	0	0	0	0	0	0
111400619	0	0	0	0	0	0	0	0	0	0	0	0
111400620	0	0	0	0	1	0	0	0	0	0	0	0
111402112	24	22	2	1	37	42	1	1	0	0	6	0
111402113	43	34	25	31	29	38	18	19	375	352	485	439
111400623	1	0	2	0	2	0	0	0	0	3	0	0
111402114	599	613	572	659	322	277	80	96	432	484	545	684
111402116	213	197	192	233	123	114	62	49	156	153	276	274
111402117	553	476	514	529	342	332	81	74	449	490	762	706
111402118	1	2	1	1	1	0	0	1	0	1	2	7
111402119	26	29	25	16	18	24	5	1	30	33	130	153
111402120	76	80	25	25	3	5	15	17	4	4	67	58
111402122	49	49	6	4	9	16	35	34	169	164	668	672
111402123	207	186	162	154	127	113	36	56	265	211	269	219
111402125	744	818	1146	1215	324	341	164	128	992	961	1055	968
111402126	2096	2179	1412	1322	1584	1591	785	760	1792	1868	2298	2315
111402127	1333	1280	988	963	574	552	213	230	1591	1588	1976	1930
111402128	947	1004	951	936	478	475	529	543	2407	2435	1828	1808
111402129	620	637	583	631	434	413	144	172	639	654	1096	1120
111402130	6424	6250	13560	13304	5376	5380	1494	1425	3431	3463	7097	7052
111400624	803	802	1813	1792	891	870	227	251	1331	1261	1320	1339
111402131	164	153	9	3	12	15	13	13	42	54	173	172
111402132	357	348	228	224	172	144	45	65	892	878	816	833
111400626	0	0	0	0	0	0	0	0	0	0	0	0
111402133	90	82	47	42	87	68	19	23	135	107	31	21
111402134	154	127	9	8	54	58	15	8	120	122	181	160
111402135	266	216	9838	9611	6946	6830	1047	1101	191	173	191	227
111402136	70	76	2	2	14	8	15	4	130	135	137	110
111402137	526	548	154	147	198	181	122	134	310	256	493	480
111400627	1	1	2	0	0	0	0	1	3	4	2	0
111402762	0	2	0	0	0	0	0	0	1	2	5	2
111402138	478	545	741	735	485	478	155	167	477	493	554	585
111402140	538	526	492	485	183	157	132	117	897	822	1233	1226
111402141	714	684	467	423	350	340	175	182	560	506	1293	1274
111402142	647	621	651	638	773	749	428	439	497	515	539	513
111402143	378	367	382	386	257	280	119	121	872	901	1763	1716
111402145	21	34	22	30	24	23	2	3	13	24	45	32
111402146	14	16	32	44	6	5	10	12	13	9	60	50
111402147	359	359	265	296	147	151	92	98	578	588	1476	1425
111402763	1	0	0	0	0	0	0	0	10	3	8	8
111402148	339	302	242	221	141	145	70	88	302	298	414	430
111402149	365	293	0	0	157	152	11	12	0	0	0	0
111402150	678	669	601	630	343	338	87	103	770	755	1106	1077
111400629	0	0	0	0	0	0	0	0	0	0	0	0
111400630	0	0	0	0	0	0	0	0	0	0	0	0
111402151	1447	1439	1039	1016	259	272	328	319	946	896	1850	1795
111402764	0	0	0	0	2	0	0	0	0	0	0	0
111402152	260	262	256	279	104	116	84	75	667	685	1044	1137
111402153	339	373	53	62	204	206	126	113	305	299	567	575
111402154	185	176	93	101	62	69	35	27	103	126	170	189
111402156	1041	1021	67	79	678	640	392	362	556	554	707	695
111402157	399	412	295	294	243	239	121	117	437	406	693	670
111402158	87	95	40	53	18	21	11	10	50	49	153	151
111402159	595	609	615	638	479	512	188	179	211	246	1926	1807
111402160	329	297	299	305	258	276	114	112	164	201	500	487
111402161	96	76	34	27	37	47	29	38	174	198	218	255
111402162	1331	1267	1171	1177	995	1016	469	476	802	811	1747	1699
111402163	461	467	481	433	225	233	145	128	578	527	932	941
111402166	1489	1511	953	1058	1074	1049	1138	1036	1188	1141	1310	1214
111402168	409	376	798	750	571	571	147	149	256	240	396	398
111402169	21	14	43	44	20	10	1	1	8	14	24	37
111400631	0	0	0	2	0	0	0	0	0	0	0	1
111402170	740	777	2637	2545	778	783	358	342	390	402	291	326
111402171	346	342	453	502	305	309	99	90	369	397	799	821
111402172	55	64	191	167	49	32	73	77	61678	61162	37467	37068
111402175	312	336	75	80	43	36	108	97	986	952	859	878
111402174	846	870	551	501	587	573	224	226	1104	1099	1354	1274
111402176	872	786	750	715	418	411	297	342	732	760	1158	1140
111402177	27	23	17	15	9	7	2	2	279	302	1144	1146
111402178	61	69	7	10	59	58	33	34	32	29	36	37
111402179	264	268	479	436	269	263	93	89	196	172	629	596
111402181	1998	1985	304	310	341	336	1043	1067	1950	1888	2834	2734
111402182	419	400	132	147	90	131	55	45	448	422	1158	1137
111402765	0	0	0	0	0	0	0	0	1	1	0	0
111400632	0	0	0	0	0	0	0	0	0	0	0	0
111402183	861	854	1652	1645	1118	1119	263	244	1129	1080	981	951
111400633	0	0	0	2	0	0	0	0	0	0	0	0
111402185	148	132	106	95	20	24	19	19	190	204	438	468
111402184	261	293	225	233	192	151	101	115	340	332	425	401
111400634	1211	1195	2373	2298	1238	1258	305	318	962	1034	1466	1452
111402186	536	557	675	680	536	562	134	142	1134	1122	1331	1215
111402766	6	7	3	3	0	4	12	9	0	2	0	0
111402187	1455	1454	1219	1225	992	947	527	508	1592	1489	2319	2260
111400636	3	5	2	0	1	2	0	1	11	3	7	8
111400637	0	0	0	0	0	0	0	0	0	0	0	0
111402188	392	383	391	374	318	323	154	165	307	261	720	697
111402190	1086	1072	1251	1260	238	258	464	442	1688	1657	1699	1605
111400639	1141	1073	23	32	32	39	185	185	98	98	183	143
111402191	262	314	51	50	32	31	47	39	226	221	311	303
111402192	785	801	504	518	261	271	103	113	453	470	644	628
111400640	6	15	4	9	5	3	0	3	6	10	18	13
111402193	502	507	5823	5723	3156	3069	287	279	709	742	544	514
111400641	0	0	0	0	0	0	0	0	0	0	0	0
111400642	0	0	0	0	0	0	0	0	0	0	0	0
111402194	56	68	76	85	47	49	23	23	22	17	17	8
111402195	0	0	1	0	0	0	0	0	0	0	0	0
111402196	1	1	0	0	1	0	0	0	0	0	0	0
111402767	0	1	1	0	1	0	0	0	2	4	1	2
111400644	344	333	317	319	181	177	97	83	379	368	459	487
111402197	0	3	2	4	0	3	6	3	33	39	13	20
111402198	35	21	20	28	12	16	4	6	13	20	26	31
111402199	265	280	215	196	143	130	116	145	317	301	503	432
111402202	512	526	302	337	337	337	314	323	730	681	919	894
111402201	5190	5300	3499	3393	2454	2455	2928	2907	666	639	285	259
111402203	187	231	131	130	83	97	76	66	425	415	466	456
111402204	514	556	453	448	187	162	93	126	908	904	1259	1233
111402770	0	0	6	8	1	5	1	0	2	4	8	8
111402771	0	0	2	4	1	1	0	0	0	0	0	0
111402205	355	397	166	219	82	94	97	103	4461	4493	1668	1679
111402206	2	1	5	1	2	2	0	1	11	6	11	12
111402207	2	2	10	10	2	9	0	0	23	31	22	13
111402826	0	0	0	0	0	0	0	0	0	0	0	0
111402208	1234	1321	891	805	475	494	448	411	1027	1053	1585	1612
111402209	549	557	787	753	299	285	142	130	435	398	848	913
111402210	3	5	1	1	1	0	0	1	2	1	2	6
111402211	542	574	191	178	388	345	151	148	410	411	531	544
111400645	233	223	67	65	73	64	16	6	83	71	28	27
111402213	11	11	5	2	6	6	0	1	48	55	104	88
111402214	30	30	45	34	81	58	7	3	104	122	139	131
111402216	16	8	7	9	10	6	0	1	7	17	7	8
111402215	130	123	92	89	68	78	30	42	91	95	224	246
111402217	451	433	74	48	137	101	106	98	293	278	287	264
111400646	0	0	0	0	0	0	0	0	0	1	0	0
111402218	200	193	267	262	187	212	38	30	197	201	315	305
111402219	365	342	450	461	80	75	82	79	269	284	605	614
111402221	1534	1477	1345	1394	766	817	387	430	912	979	1455	1403
111402222	246	238	11	14	30	45	68	44	44	27	43	30
111402223	6	10	28	23	40	39	19	15	4	5	2	1
111402224	40	44	18	21	13	8	2	4	0	4	4	3
111402225	3079	3021	2819	2764	1426	1396	759	740	2531	2482	5404	5368
111400647	5	1	7	2	1	4	2	2	19	27	31	35
111400648	0	0	0	0	0	0	0	0	0	0	1	0
111402227	151	181	38	42	186	167	55	52	98	127	382	403
111402228	471	449	283	280	261	245	99	102	483	460	689	650
111400649	1	0	0	1	2	0	0	0	1	1	0	0
111402229	324	343	344	346	243	266	121	114	388	376	611	601
111400650	46	52	3	3	16	14	18	12	3	2	2	2
111402231	8	13	24	24	8	20	18	12	1072	1049	645	612
111402232	684	710	957	937	435	436	137	124	762	755	1409	1384
111402233	3	1	165	190	41	39	9	9	21	21	1	2
111402234	29	50	15	10	22	22	21	14	928	843	731	810
111400651	0	0	0	0	0	0	0	0	0	0	0	0
111402235	1	3	0	0	0	2	0	1	44	49	10	7
111402236	843	859	760	756	140	118	149	149	679	674	1701	1738
111402237	12	6	7385	7493	3675	3563	304	266	8	5	3	2
111402773	0	0	5	0	9	15	1	0	0	0	0	0
111400652	1	0	0	0	0	0	0	0	0	0	0	0
111400653	1	3	1	1	0	2	0	0	1	1	0	0
111402238	388	393	101	93	265	252	141	131	150	132	233	214
111402239	321	328	222	239	204	178	208	237	372	394	1068	1026
111402240	329	320	565	540	395	411	206	224	449	453	656	667
111402241	60	48	6	4	26	22	8	10	27	25	21	16
111402827	0	0	0	0	0	0	0	0	0	0	0	0
111402243	176	149	147	128	72	72	45	44	666	649	1085	1056
111402244	343	313	453	456	383	348	88	83	650	653	1139	1101
111402246	129	132	34	32	57	56	120	104	201526	201803	222288	219914
111402247	540	489	464	379	263	243	132	117	232	245	748	684
111402248	100	123	72	67	64	59	20	17	117	111	141	141
111400654	6	12	5	6	0	3	1	0	9	8	3	7
111402249	197	201	75	78	111	129	76	74	416	405	522	484
111400656	0	1	0	1	2	1	1	0	2	1	1	4
111402250	178	166	75	74	42	50	32	34	49	50	68	83
111402251	117	110	191	205	65	67	18	17	49	51	121	107
111402774	43	38	3	2	18	24	29	27	12	13	21	20
111402252	791	822	417	430	303	322	136	123	428	413	347	331
111402253	6	11	3	2	0	7	5	7	23	22	6	9
111402254	2	0	6	1	0	0	0	0	96	119	166	150
111402828	0	0	0	2	0	0	0	0	0	0	0	0
111402255	716	719	1049	1025	432	395	215	214	1287	1319	1523	1469
111402257	168	168	36	39	50	51	101	74	167	172	189	179
111402258	543	532	483	503	449	429	104	113	381	412	706	713
111402259	1	7	0	1	3	2	3	6	851	814	986	957
111400659	0	0	0	0	0	0	0	0	0	0	0	0
111402775	351	365	2	4	215	210	157	158	3	5	0	1
111402260	1682	1652	727	706	824	834	609	566	1514	1561	2179	2040
111402261	527	523	108	105	44	48	342	305	174	174	408	415
111402262	417	401	744	778	222	236	220	207	1313	1295	1085	1035
111402264	80	63	10	15	13	11	683	715	1148	1243	1267	1280
111402266	152	158	118	107	62	55	12	16	2904	2829	2693	2643
111402265	430	406	1132	1094	367	295	183	193	753	766	2112	2146
111402267	283	283	496	529	236	246	62	55	345	326	931	893
111400661	0	0	0	0	0	0	0	0	0	0	0	0
111402776	0	1	0	0	4	3	0	1	0	0	0	2
111402268	889	904	1299	1295	621	622	137	124	2076	1938	1014	1006
111402269	141	126	10	6	77	59	31	30	74	57	242	247
111402270	661	712	1946	1849	1025	1034	70	70	4354	4343	8841	8729
111400662	36	33	28	46	11	7	5	10	55	75	75	67
111402271	206	242	261	293	116	92	26	30	321	380	536	540
111402274	81	100	52	64	41	44	14	23	523	488	865	880
111400665	0	0	0	0	0	0	0	0	0	0	0	0
111402275	2878	2785	1081	1071	626	684	815	761	591	613	2942	2898
111400666	0	0	0	0	0	0	0	0	1	0	0	0
111402777	234	252	96	90	65	74	226	189	4	5	10	8
111402276	5232	5437	855	821	1470	1405	3694	3739	6088	6067	9371	9312
111402277	252	258	169	165	73	69	73	64	276	310	416	380
111400667	0	0	0	0	0	0	0	0	0	0	0	0
111402278	2243	2236	4315	4295	1187	1163	697	718	1274	1295	5127	5145
111402280	704	666	166	153	71	79	226	205	459	477	1024	1059
111402281	81	89	32	31	13	16	16	14	370	372	407	405
111400669	240	265	55	62	48	48	27	23	387	417	279	275
111400670	0	1	0	0	0	0	1	0	4	4	14	8
111400673	25	25	6	4	3	0	1	2	24	39	31	21
111402283	15	18	14	13	3	5	2	0	12	9	36	40
111402284	66	65	33	26	8	18	8	12	36	40	73	91
111402282	141	122	70	68	61	75	17	20	316	325	210	206
111402778	7	6	1	1	0	0	0	0	9	12	3	3
111400674	9	11	2	1	1	2	4	2	13	21	1	3
111402285	71	52	207	207	34	29	12	9	97	104	179	175
111400675	0	0	0	0	0	0	0	0	0	0	0	0
111400677	18	10	12	7	2	3	1	1	26	20	99	106
111402287	19	14	7	6	1	0	0	1	27	28	114	108
111402286	65	57	11	13	11	8	7	9	266	250	389	396
111402288	43	38	59	61	18	25	8	2	60	62	13	13
111402289	61	72	140	109	95	92	30	45	79	67	243	237
111402290	255	307	173	155	65	51	58	62	298	291	763	764
111402292	23	23	10	20	4	9	6	2	34	27	50	55
111402293	8	9	2	3	2	4	2	4	5	10	31	32
111400678	283	284	431	405	128	138	44	47	321	310	636	672
111402294	38	44	60	53	45	45	16	27	41	39	141	107
111402295	343	364	216	217	110	107	44	49	374	362	784	795
111402297	62	46	46	41	33	26	12	17	41	27	102	97
111402296	384	349	746	806	490	514	106	106	367	355	587	543
111402779	105	123	15	11	2	5	25	27	0	0	1	8
111402298	113	118	51	52	41	30	14	13	2632	2578	1723	1662
111402300	262	239	46	46	68	71	32	22	228	226	674	663
111402301	689	758	2258	2201	1415	1416	182	209	1364	1371	1502	1542
